,Ticker,Report Date,Close,Return QOQ,Moveup QOQ,Sector,Industry,Report Y-M,(Dividends + Share Buyback) / FCF,Asset Turnover,CapEx / (Depr + Amor),Current Ratio,Debt Ratio,Dividends / FCF,Dummy_Dividends,Gross Profit Margin,Interest Coverage,Inventory Turnover,Log Revenue,Net Profit Margin,Quick Ratio,Return on Assets,Return on Equity,Share Buyback / FCF,Assets Growth,Assets Growth QOQ,Assets Growth YOY,Earnings Growth,Earnings Growth QOQ,Earnings Growth YOY,FCF Growth,FCF Growth QOQ,FCF Growth YOY,Sales Growth,Sales Growth QOQ,Sales Growth YOY,P/E,PEG,Unemployment Rate,Unemployment Rate Growth MOM,Unemployment Rate Growth QOQ,Unemployment Rate Growth YOY,CPI,CPI Growth MOM,CPI Growth QOQ,CPI Growth YOY,IPI,IPI Growth MOM,IPI Growth QOQ,IPI Growth YOY,New Housing Permits,New Housing Permits Growth MOM,New Housing Permits Growth QOQ,New Housing Permits Growth YOY,Consumer Sentiment,Consumer Sentiment Growth MOM,Consumer Sentiment Growth QOQ,Consumer Sentiment Growth YOY,Real GDP Growth QOQ,Real GDP Growth YOY,M2 Growth MOM,M2 Growth QOQ,M2 Growth YOY,x0_Basic Materials,x0_Business Services,x0_Consumer Cyclical,x0_Consumer Defensive,x0_Energy,x0_Financial Services,x0_Healthcare,x0_Industrials,x0_Real Estate,x0_Technology,x0_Utilities
11678,VZ,2017-12-30,52.93,-0.09654260343850364,0,Business Services,Communication Services,2017-12,1.9746384405784951,0.4885268688010931,1.0637549287230816,1.0669547182855168,0.4613478769602877,1.9746384405784951,1,0.5921603613595994,6.588690604171146,97.50705329153604,11.094886706440606,0.1280109951052492,0.8999654338057379,0.06253681061087946,0.5680099857346648,-0.0,0.06339927682068325,0.00673576358418515,0.06339927682068325,0.1357769378877558,-0.17010545621274642,0.0,-0.564650059311981,-0.3104935313847628,4.271062271062272,-0.02717093843339013,0.0382676443629697,0.02521252868733237,13.582276009292395,1.000337481503715,4.2,0.024390243902439046,-0.045454545454545525,-0.1063829787234043,247.333,0.003094455935434226,0.008271369402863327,0.02206675399701652,106.193,0.0053422980686119725,0.020620389725846344,0.0405906083936709,1299.0,-0.02987303958177745,-0.0076394194041252686,0.050970873786407855,98.5,-0.021847070506454846,0.017561983471074516,0.050106609808102436,0.007907975163264691,0.024160260058683655,0.004852925175002687,0.010533994747592644,0.04959122284605888,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5155,HAS,2011-03-31,46.84,-0.0621263877028182,0,Consumer Cyclical,Travel & Leisure,2011-03,2.6590898411803403,0.9777522667939664,0.7694731087268503,3.0899358793323883,0.34502101765209153,0.5209723396923848,1,0.5777138900708892,7.6881498240979305,10.989090978983727,9.60229455556585,0.09938430762780408,2.349813091523245,0.09717323206683433,0.2462220351363732,2.1381175014879554,-0.0005390308147831814,-0.029032760803460067,0.05038220202150834,-1.7571312425257388,-0.09763862751669206,-0.15431587975574254,0.6819923764380184,-2.682659001375203,-0.26981441929752137,0.006140191972324516,-0.0263496134171729,-0.07016297455467779,17.15436452865102,0.5535604237968544,9.0,-0.01098901098901095,-0.08163265306122458,-0.08163265306122458,221.898,0.0032144746300641898,0.010510496835010708,0.02124898173333145,95.5154,-0.0043883239312711994,0.003963703366572703,0.038278583385872984,542.0,-0.05902777777777779,-0.03214285714285714,-0.1661538461538462,77.5,0.04447439353099725,0.08240223463687157,0.05298913043478271,0.00501902537186294,0.025694549994536242,0.004730475525420719,0.014811612668365504,0.050706116535729866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6794,LB,2017-02-28,52.62,-0.040098821740782935,0,Consumer Cyclical,Retail - Apparel & Specialty,2017-02,1.7987679671457906,1.6286049849928226,2.090308370044053,1.43796711509716,0.7469659402322849,1.2741273100616015,1,0.4153846153846154,5.339285714285714,7.559055118110236,10.096214585346406,0.09318910256410257,0.4877927254608869,0.15176823698290487,-0.9789562289562288,0.5246406570841889,-0.02913974407703024,0.01617822569950933,-0.02913974407703024,-0.015241320914479273,-0.5158730158730158,-0.25609756097560976,-0.14636283961437335,-3.1576763485477177,0.7508417508417509,0.05512343591477853,-0.10692041522491348,0.039887187751812984,13.234178847807396,-8.683091788478063,4.7,0.0,-0.04081632653061229,-0.04081632653061229,243.717,0.004140709977257018,0.008591257278359299,0.0247659012643644,103.0366,0.0010541339051242105,0.007707692533386767,0.0008168815715985378,1313.0,0.04956035171862516,0.033044846577497955,0.1251071122536418,98.5,0.003054989816700493,0.1295871559633026,0.07065217391304346,0.005027156920800024,0.02034066022008729,0.003723876442532026,0.010795781690354334,0.062336773042869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12236,XOM,2017-06-30,80.73,0.015483711135884981,1,Energy,Oil & Gas - Integrated,2017-06,1.2086252388317715,0.6757318954472428,0.6550630042607198,0.8080900813129989,0.12668756482253515,1.1402966063142572,1,0.37214791502753736,100.17432950191572,15.638606871512135,11.366596640284438,0.04316552948712988,0.5009742571289392,0.029168325058322123,0.054633211986657305,0.06832863251751432,0.004142489986551423,0.042066034137214985,0.004142489986551423,-0.2288786482334869,1.386904761904762,1.2154696132596683,2.7756784610099623,0.505557138785979,24.03791469194313,-0.03821613910310751,0.046491708921474466,0.29688992675936743,33.67703411354581,-1.471392564289821,4.4,0.0,-0.043478260869565084,-0.08333333333333326,243.926,-0.0005408550426537762,-0.0004179848214139748,0.01873538255930507,104.4129,0.0013503132669236972,0.017194701499007703,0.02941048883069852,1209.0,-0.036653386454183264,-0.02421307506053272,0.00918196994991649,97.1,0.0010309278350515427,0.00830737279335403,0.02534318901795141,0.005667846203294857,0.020984244373374983,0.00029526396598567034,0.009558292172332505,0.055463389178369134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10492,SWKS,2016-03-31,77.9,-0.1876765083440308,0,Technology,Semiconductors,2016-03,0.5885446009389671,0.8598651571046941,1.997163120567376,5.748029355803207,0.2344990974760172,0.27924882629107983,1,0.4892741959345504,8.315384615384616,12.227568740955135,9.528878151719386,0.2835754652779833,4.7860831747757535,0.2438366620022898,0.2751966921265721,0.3092957746478873,0.2317455343152617,0.056756466096682175,0.2317455343152617,0.7163323782234956,0.5501745200698079,0.8201844262295082,-0.2576327896277708,2.245421245421245,-0.10202702702702704,0.30399722200787105,0.052225249772933635,0.1505896958410924,15.851885955759602,0.22129232794240408,4.9,0.0,-0.03921568627450967,-0.10909090909090903,237.514,-0.0013160826987683727,-0.0021132944285491284,0.00922912187369862,102.2225,-0.007090648600082572,-0.004519577043158529,-0.030537970932024594,1186.0,0.016281062553556103,-0.047389558232931665,0.05235137533274181,91.7,-0.0032608695652173174,0.004381161007667167,-0.03878406708595394,0.0003252549844465769,0.019008532793312268,0.003423784954455611,0.019776982958131798,0.0618459412547816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11852,WELL,2020-03-31,45.78,0.10681520314547832,1,Real Estate,REITs,2020-03,-3.3819843162657404,0.1534209341185883,1.5946841169030828,4.705558890599336,0.39957282942782935,-13.747431027883284,1,1.0,2.2997413416036823,5.077720184618476,9.70938072587172,0.2406479909616805,1.7625564398374611,0.036920439567102614,0.0725706880445899,10.365446711617542,0.10014737951976382,0.04760225150958197,0.10014737951976382,0.5310589176524372,-0.6197099051326042,0.9774856971588256,-0.8545957138922465,-1.3559162899599893,-3.8781989490998434,0.08952389948386341,-0.00261504912990973,0.01738499230207147,14.99987848416789,0.2824522474921489,3.5,-0.02777777777777779,0.0,-0.07894736842105254,259.05,0.0008886484815702199,0.004755181829465105,0.02318104439116686,109.2569,0.0011288905260244952,-0.0071056754526585,-0.002794736549075361,1438.0,-0.06380208333333337,-0.04768211920529797,0.10191570881226064,101.0,0.012024048096192395,0.04338842975206614,0.07675906183368864,0.0052746932291385384,0.023340744783679982,0.049289961434780816,0.061952967437489015,0.12238210866146072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7359,MCHP,2014-09-30,47.23,-0.04255769637941986,0,Technology,Semiconductors,2014-09,0.4912287461413282,0.4357533973207676,0.24666974902077102,4.594433891441831,0.1582976190228398,0.6249915007230051,1,0.5319660269186973,7.534141201264489,6.606962707311741,9.228472478452929,0.0751990951857286,3.3956759861686154,0.03276826120262902,0.0651182544799566,-0.1337627545816769,0.2349038424848322,0.008352795927719871,0.2349038424848322,-0.597440228772436,0.31645166694588694,-0.0016643374412399492,0.0862015908458662,0.3715233614103124,0.3167247327253475,0.24358999796443714,0.07590016366612118,0.31424968903883177,77.16562829055934,-1.291604156772503,6.1,-0.016129032258064613,-0.031746031746031744,-0.1527777777777779,237.46,-0.00016000134737970126,0.0022877113600485717,0.017150983482969062,105.4986,-0.0011087366745664573,0.0046031431640372045,0.03236987318806883,1047.0,-0.02695167286245348,0.028487229862475424,0.08609958506224058,82.5,0.008557457212714059,0.0073260073260073,0.004872107186358221,0.013536813319740215,0.026720123780876515,0.00387728904141893,0.01079759779827505,0.06045958137689932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4424,FDX,2016-05-29,164.47,0.002796862649723453,1,Industrials,Transportation & Logistics,2016-05,3.351134846461949,1.3088659139585923,1.884776802747043,1.7236908570466407,0.22443745207435414,0.35514018691588783,1,0.28696969696969704,15.0,18.296912653848114,10.694605198933571,0.02012121212121212,1.4270079137902003,0.02633596869298501,0.06951908983039018,2.9959946595460614,0.04738562091503273,-0.01438586432462019,0.04738562091503273,-0.656670113753878,-0.2662807525325616,-0.1926751592356688,-0.3815028901734104,-3.4428571428571435,0.40740740740740733,0.04921785578023652,0.016140688990604612,0.0800614544213043,42.000955684870185,-0.6396051046814091,5.0,0.0,0.020408163265306145,-0.07407407407407418,238.835,0.003550569351653321,0.0042383749532224355,0.011061628468135964,101.5167,0.0009978750782670962,-0.013946237342463808,-0.02880111588179912,1155.0,0.03217158176943702,-0.010282776349614386,-0.005167958656330796,89.0,-0.02197802197802201,-0.03260869565217395,-0.07194994786235663,0.005033916842626995,0.016163085339497618,0.00750972240847525,0.016951716669851624,0.06949305823047669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11769,WBA,2018-02-28,68.89,-0.07780519669037599,0,Consumer Defensive,Retail - Defensive,2018-02,1.380445001566907,1.8081149238944432,0.7904300423985463,0.9592533021396892,0.21022846678074994,0.27107489815104985,1,0.24397067735963404,8.110612855007473,12.033266733266736,11.080817620998712,0.0319211642715416,0.42345372130428427,0.05771713350746045,0.1437060846165346,1.1093701034158572,-0.07361775503393031,0.009226014634368118,-0.07361775503393031,-0.06606752489676948,0.02369077306733169,-0.22106261859582546,-0.005609224057338769,-0.6263322884012539,2.445086705202312,0.031107953329509774,0.019602640220239387,0.07855864706501525,18.977448114434328,-2.8724321282031666,4.1,0.0,0.0,-0.12765957446808518,248.81599999999997,0.003909670078717786,0.009108975138905741,0.02092180684974787,106.2655,-0.002539047833596153,0.006028664558022756,0.03133740826075382,1365.0,0.04039634146341453,0.01941747572815533,0.03960396039603964,95.7,-0.002085505735140769,-0.04965243296921551,-0.02842639593908625,0.00874861632285917,0.02795256636878185,0.0014424914712691805,0.007210474774219211,0.04068325076262358,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,CAG,2018-08-31,36.75,-0.11999999999999987,0,Consumer Defensive,Consumer Packaged Goods,2018-08,1.8219814241486068,0.7640694932383657,0.9478599221789884,0.8299375053505693,0.3672746522931806,0.4817056009006474,1,0.29622211304687396,6.512287334593573,7.961388025273293,9.899727507506727,0.10183540556542332,0.3041691635990069,0.07780932672409645,0.2151945908534313,1.3402758232479597,0.029040341511246792,-0.007043734230445797,0.029040341511246792,0.2645080556859065,-0.8081587651598677,-0.5399867812293457,-0.24931333192478344,-0.9007303218826076,-0.8508736286062576,0.014232965797442262,-0.0141890198044623,0.05613149272170603,18.520472538347352,0.7001855762132146,3.8,-0.05000000000000005,-0.05000000000000005,-0.11627906976744184,251.482,0.0012182692613944555,0.006101049380493384,0.02928031171212475,108.652,0.0044494488803346055,0.0039705310273390184,0.03930738349019114,1331.0,0.010630220197418437,-0.040374909877433314,0.05217391304347818,97.9,-0.003054989816700604,-0.00910931174089058,0.04817987152034253,0.008671157258165474,0.032022943393747116,0.0027188689505166512,0.00977143100971456,0.03737040906533795,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2931,CSX,2017-03-31,46.55,0.17207303974221275,1,Industrials,Transportation & Logistics,2017-03,2.071599045346062,0.3125600045179872,1.693312836279785,1.2191176470588236,0.3188851866493477,0.8114558472553699,1,0.4237058451531304,5.853195164075992,27.196560196560196,10.04410838744612,0.15484686963592015,0.9598039215686276,0.048398938272999376,0.146570891055242,1.260143198090692,0.019254569002734145,0.021135492056169047,0.019254569002734145,-0.12906504065040647,0.00659340659340657,-0.01716738197424894,-0.1225130890052356,-1.1893333333333334,-1.2320261437908495,-0.0628227923122513,0.12066420664206645,0.09205321826681057,25.746441073512248,-1.9948423634910284,4.6,-0.021276595744680996,-0.021276595744680996,-0.06122448979591855,244.028,0.0012760701961700427,0.00840933415429368,0.027425751745160157,102.6479,-0.003772445907570754,0.005851993175941096,0.00416151043067825,1239.0,-0.056359482102056324,0.0024271844660195274,0.04468802698145025,96.3,-0.02233502538071064,0.02665245202558641,0.05016357688113415,0.005027156920800024,0.02034066022008729,0.0060560181680544565,0.01704816675380183,0.06512354985637425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7898,MSCI,2018-09-30,177.41,-0.18042951355616926,0,Financial Services,Brokers & Exchanges,2018-09,0.7630895577259368,0.3622053234148739,0.3089783209796222,2.6535493129468177,0.2372781717309035,0.267648071457888,1,0.7954629320365976,5.942953485149429,33.47641509433962,9.137112839994558,0.2783440948981869,2.5704072733424534,0.10081771291321814,1.1017660541189649,0.4954414862680488,0.2251405052980537,0.13195090198995718,0.2251405052980537,0.3264245103354324,0.015092274006881512,0.4376122855806857,0.2571693374644499,1.3449273698111042,0.7234487880629261,0.1440893553078284,0.033388744036707774,0.14855626105305775,47.23652159121443,1.4470886865289123,3.8,0.0,0.0,-0.13636363636363644,251.905,0.0016820289324881446,0.0050470794765400395,0.02690946743632394,109.5246,0.008031145307955791,0.020125014087603036,0.05264038059540122,1258.0,-0.054845980465815125,-0.0541353383458647,-0.038961038961038974,96.2,-0.01736465781409602,-0.01836734693877551,-0.0061983471074379395,0.008671157258165474,0.032022943393747116,0.001986083330985711,0.007428073728411365,0.03786110300554424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
