company	date	sentiment	time
ALL	Mar-16	0.415771019	2016-03
ALL	Apr-16	0.370504879	2016-04
ALL	May-16	0.387580548	2016-05
ALL	Jun-16	0.421188833	2016-06
ALL	Jul-16	0.369113196	2016-07
ALL	Aug-16	0.382453863	2016-08
ALL	Sep-16	0.44760834	2016-09
ALL	Oct-16	0.40647001	2016-10
ALL	Nov-16	0.392131265	2016-11
ALL	Dec-16	0.386794562	2016-12
ALL	Jan-17	0.342540495	2017-01
ALL	Feb-17	0.247617012	2017-02
ALL	Mar-17	0.287447629	2017-03
ALL	Apr-17	0.198063182	2017-04
ALL	May-17	0.158930897	2017-05
ALL	Jun-17	0.240012626	2017-06
ALL	Jul-17	0.326234096	2017-07
ALL	Aug-17	0.304816071	2017-08
ALL	Sep-17	0.371891253	2017-09
ALL	Oct-17	0.322167398	2017-10
ALL	Nov-17	0.429298687	2017-11
ALL	Dec-17	0.384582447	2017-12
ALL	Jan-18	0.339043528	2018-01
ALL	Feb-18	0.348261767	2018-02
ALL	Mar-18	0.383182233	2018-03
ALL	Apr-18	0.367748133	2018-04
ALL	May-18	0.299708495	2018-05
ALL	Jun-18	0.268365927	2018-06
ALL	Jul-18	0.254622476	2018-07
ALL	Aug-18	0.200946634	2018-08
ALL	Sep-18	0.159926249	2018-09
ALL	Oct-18	0.240095199	2018-10
ALL	Nov-18	0.22284375	2018-11
ALL	Dec-18	0.139604211	2018-12
ALL	Jan-19	0.11212018	2019-01
ALL	Feb-19	0.129650399	2019-02
ALL	Mar-19	0.374814004	2019-03
ALL	Apr-19	0.268521061	2019-04
ALL	May-19	0.191131929	2019-05
ALL	Jun-19	0.221915364	2019-06
ALL	Jul-19	0.262334317	2019-07
ALL	Aug-19	0.267808228	2019-08
ALL	Sep-19	0.278281721	2019-09
ALL	Oct-19	0.214893455	2019-10
ALL	Nov-19	0.274618404	2019-11
ALL	Dec-19	0.306255411	2019-12
ALL	Jan-20	0.297490609	2020-01
ALL	Feb-20	0.339799269	2020-02
ALL	Mar-20	0.086625624	2020-03
ALLE	Dec-12	0.144155844	2012-12
ALLE	Jan-13	0.2875	2013-01
ALLE	Mar-13	0.314393939	2013-03
ALLE	Jul-13	-0.023987471	2013-07
ALLE	Dec-13	0.400270563	2013-12
ALLE	Jan-14	0.167857143	2014-01
ALLE	Feb-14	0.307171717	2014-02
ALLE	Mar-14	0.454421769	2014-03
ALLE	Apr-14	0.361904762	2014-04
ALLE	May-14	0.094550265	2014-05
ALLE	Jun-14	0.272820037	2014-06
ALLE	Jul-14	-0.290694444	2014-07
ALLE	Aug-14	0.213141234	2014-08
ALLE	Oct-14	0.255873016	2014-10
ALLE	Nov-14	0.360304047	2014-11
ALLE	Dec-14	0.414577899	2014-12
ALLE	Jan-15	0.291666667	2015-01
ALLE	Feb-15	0.199117647	2015-02
ALLE	Mar-15	0.258773216	2015-03
ALLE	Apr-15	0.395374119	2015-04
ALLE	May-15	0.425562003	2015-05
ALLE	Jun-15	0.163896104	2015-06
ALLE	Jul-15	0.117276011	2015-07
ALLE	Aug-15	0.180734127	2015-08
ALLE	Sep-15	0.147210884	2015-09
ALLE	Oct-15	-0.069472789	2015-10
ALLE	Nov-15	0.141882891	2015-11
ALLE	Dec-15	0.144285714	2015-12
ALLE	Jan-16	0.236111111	2016-01
ALLE	Feb-16	0.379177898	2016-02
ALLE	Mar-16	0.12343254	2016-03
ALLE	Apr-16	0.36318759	2016-04
ALLE	May-16	0.326230159	2016-05
ALLE	Jun-16	0.28441358	2016-06
ALLE	Jul-16	0.287363288	2016-07
ALLE	Aug-16	0.375	2016-08
ALLE	Sep-16	0.416662458	2016-09
ALLE	Oct-16	0.217824074	2016-10
ALLE	Nov-16	0.392460317	2016-11
ALLE	Dec-16	0.46994228	2016-12
ALLE	Jan-17	0.121818182	2017-01
ALLE	Feb-17	0.354020563	2017-02
ALLE	Mar-17	0.166333333	2017-03
ALLE	Apr-17	0.212440476	2017-04
ALLE	May-17	0.326060606	2017-05
ALLE	Jun-17	0.019601477	2017-06
ALLE	Jul-17	-0.063541667	2017-07
ALLE	Aug-17	0.166530303	2017-08
ALLE	Sep-17	0.236382576	2017-09
ALLE	Oct-17	0.236565657	2017-10
ALLE	Nov-17	0.305454545	2017-11
ALLE	Dec-17	0.178419913	2017-12
ALLE	Jan-18	0.236435786	2018-01
ALLE	Feb-18	0.296394342	2018-02
ALLE	Mar-18	0.216590909	2018-03
ALLE	Apr-18	0.088857323	2018-04
ALLE	May-18	0.156178672	2018-05
ALLE	Jun-18	0.120717893	2018-06
ALLE	Jul-18	0.181151904	2018-07
ALLE	Aug-18	0.147388633	2018-08
ALLE	Sep-18	0.069753401	2018-09
ALLE	Oct-18	0.376441799	2018-10
ALLE	Nov-18	0.25906994	2018-11
ALLE	Dec-18	0.153645833	2018-12
ALLE	Jan-19	-0.002376263	2019-01
ALLE	Feb-19	0.105131273	2019-02
ALLE	Mar-19	0.086217733	2019-03
ALLE	Apr-19	0.217945018	2019-04
ALLE	May-19	0.084848485	2019-05
ALLE	Jun-19	0.262692551	2019-06
ALLE	Jul-19	0.150222816	2019-07
ALLE	Aug-19	0.259372294	2019-08
ALLE	Sep-19	0.291774892	2019-09
ALLE	Oct-19	0.250628006	2019-10
ALLE	Nov-19	0.272857143	2019-11
ALLE	Dec-19	0.327978788	2019-12
ALLE	Jan-20	0.240674603	2020-01
ALLE	Feb-20	0.274366431	2020-02
ALLE	Mar-20	0.173328742	2020-03
ALXN	Jul-08	0.458333333	2008-07
ALXN	Aug-08	0.421590909	2008-08
ALXN	Dec-08	-0.166898148	2008-12
ALXN	Mar-09	-0.274074074	2009-03
ALXN	Apr-09	0.217361111	2009-04
ALXN	May-09	0.334761905	2009-05
ALXN	Jun-09	0.291666667	2009-06
ALXN	Jul-09	0.253968254	2009-07
ALXN	Oct-09	0.383333333	2009-10
ALXN	Mar-10	-0.05	2010-03
ALXN	Apr-10	0.485714286	2010-04
ALXN	May-10	-0.208333333	2010-05
ALXN	Jul-10	0.111818182	2010-07
ALXN	Aug-10	0.2525	2010-08
ALXN	Sep-10	0.466666667	2010-09
ALXN	Oct-10	0.432380952	2010-10
ALXN	Nov-10	0.185	2010-11
ALXN	Dec-10	0.276458333	2010-12
ALXN	Jan-11	0.080397306	2011-01
ALXN	Feb-11	0.135748377	2011-02
ALXN	Mar-11	0.285625	2011-03
ALXN	Apr-11	0.106561915	2011-04
ALXN	May-11	0.244358974	2011-05
ALXN	Jun-11	-0.019760101	2011-06
ALXN	Jul-11	0.311710121	2011-07
ALXN	Aug-11	0.303330081	2011-08
ALXN	Sep-11	0.338157355	2011-09
ALXN	Oct-11	0.232291805	2011-10
ALXN	Nov-11	0.251247945	2011-11
ALXN	Dec-11	0.298131088	2011-12
ALXN	Jan-12	0.271034752	2012-01
ALXN	Feb-12	0.352597555	2012-02
ALXN	Mar-12	0.331983327	2012-03
ALXN	Apr-12	0.400923795	2012-04
ALXN	May-12	0.345303211	2012-05
ALXN	Jun-12	0.279439707	2012-06
ALXN	Jul-12	0.209972812	2012-07
ALXN	Aug-12	0.231663607	2012-08
ALXN	Sep-12	0.292793789	2012-09
ALXN	Oct-12	0.148446779	2012-10
ALXN	Nov-12	0.425272962	2012-11
ALXN	Dec-12	0.340296717	2012-12
ALXN	Jan-13	0.330916667	2013-01
ALXN	Feb-13	0.29363017	2013-02
ALXN	Mar-13	0.19946786	2013-03
ALXN	Apr-13	0.290940313	2013-04
ALXN	May-13	0.368157661	2013-05
ALXN	Jun-13	0.28818072	2013-06
ALXN	Jul-13	0.280922974	2013-07
ALXN	Aug-13	0.187791373	2013-08
ALXN	Sep-13	0.345462963	2013-09
ALXN	Oct-13	0.269027658	2013-10
ALXN	Nov-13	0.295127881	2013-11
ALXN	Dec-13	0.293681373	2013-12
ALXN	Jan-14	0.261927619	2014-01
ALXN	Feb-14	0.255739474	2014-02
ALXN	Mar-14	0.213377467	2014-03
ALXN	Apr-14	0.031307589	2014-04
ALXN	May-14	0.24444403	2014-05
ALXN	Jun-14	0.290097987	2014-06
ALXN	Jul-14	0.275586768	2014-07
ALXN	Aug-14	0.152902524	2014-08
ALXN	Sep-14	0.276013894	2014-09
ALXN	Oct-14	0.252301958	2014-10
ALXN	Nov-14	0.324132756	2014-11
ALXN	Dec-14	0.313590788	2014-12
ALXN	Jan-15	0.255883199	2015-01
ALXN	Feb-15	0.267672715	2015-02
ALXN	Mar-15	0.303649892	2015-03
ALXN	Apr-15	0.293371447	2015-04
ALXN	May-15	0.206789914	2015-05
ALXN	Jun-15	0.300285415	2015-06
ALXN	Jul-15	0.245142708	2015-07
ALXN	Aug-15	0.251655962	2015-08
ALXN	Sep-15	0.214778711	2015-09
ALXN	Oct-15	0.254830014	2015-10
ALXN	Nov-15	0.298498658	2015-11
ALXN	Dec-15	0.219920272	2015-12
ALXN	Jan-16	0.288887397	2016-01
ALXN	Feb-16	0.373064075	2016-02
ALXN	Mar-16	0.304806365	2016-03
ALXN	Apr-16	0.284891142	2016-04
ALXN	May-16	0.283366562	2016-05
ALXN	Jun-16	0.150515994	2016-06
ALXN	Jul-16	0.296699652	2016-07
ALXN	Aug-16	0.35813285	2016-08
ALXN	Sep-16	0.369884065	2016-09
ALXN	Oct-16	0.363101813	2016-10
ALXN	Nov-16	0.311874249	2016-11
ALXN	Dec-16	0.205703731	2016-12
ALXN	Jan-17	0.311510039	2017-01
ALXN	Feb-17	0.331910664	2017-02
ALXN	Mar-17	0.334195196	2017-03
ALXN	Apr-17	0.357532486	2017-04
ALXN	May-17	0.254390206	2017-05
ALXN	Jun-17	0.307035194	2017-06
ALXN	Jul-17	0.237913639	2017-07
ALXN	Aug-17	0.290082597	2017-08
ALXN	Sep-17	0.317793115	2017-09
ALXN	Oct-17	0.290265619	2017-10
ALXN	Nov-17	0.29269516	2017-11
ALXN	Dec-17	0.342788706	2017-12
ALXN	Jan-18	0.288920154	2018-01
ALXN	Feb-18	0.251784083	2018-02
ALXN	Mar-18	0.291456283	2018-03
ALXN	Apr-18	0.31316918	2018-04
ALXN	May-18	0.272029932	2018-05
ALXN	Jun-18	0.222675823	2018-06
ALXN	Jul-18	0.195769262	2018-07
ALXN	Aug-18	0.189491552	2018-08
ALXN	Sep-18	0.27661158	2018-09
ALXN	Oct-18	0.316276661	2018-10
ALXN	Nov-18	0.331528792	2018-11
ALXN	Dec-18	0.244638984	2018-12
ALXN	Jan-19	0.230918642	2019-01
ALXN	Feb-19	0.152000743	2019-02
ALXN	Mar-19	0.306077887	2019-03
ALXN	Apr-19	0.276559329	2019-04
ALXN	May-19	0.259925278	2019-05
ALXN	Jun-19	0.270395454	2019-06
ALXN	Jul-19	0.27422966	2019-07
ALXN	Aug-19	0.21720832	2019-08
ALXN	Sep-19	0.214545326	2019-09
ALXN	Oct-19	0.166168601	2019-10
ALXN	Nov-19	0.296969474	2019-11
ALXN	Dec-19	0.308423304	2019-12
ALXN	Jan-20	0.272625463	2020-01
ALXN	Feb-20	0.29206053	2020-02
ALXN	Mar-20	0.299279106	2020-03
AMAT	May-08	0.275	2008-05
AMAT	Oct-08	-0.0725	2008-10
AMAT	Nov-08	0.55	2008-11
AMAT	Feb-09	0.190943878	2009-02
AMAT	Mar-09	-0.295	2009-03
AMAT	Apr-09	-0.051415945	2009-04
AMAT	May-09	0.088799603	2009-05
AMAT	Jun-09	0.13203125	2009-06
AMAT	Jul-09	0.174821429	2009-07
AMAT	Aug-09	0.10914756	2009-08
AMAT	Sep-09	0.295642256	2009-09
AMAT	Oct-09	0.256864628	2009-10
AMAT	Nov-09	0.154770627	2009-11
AMAT	Dec-09	0.238684524	2009-12
AMAT	Jan-10	0.25894697	2010-01
AMAT	Feb-10	0.17766317	2010-02
AMAT	Mar-10	0.204771344	2010-03
AMAT	Apr-10	0.094642857	2010-04
AMAT	May-10	0.093367942	2010-05
AMAT	Jun-10	0.021428571	2010-06
AMAT	Jul-10	0.01612963	2010-07
AMAT	Aug-10	0.12961837	2010-08
AMAT	Sep-10	0.121354167	2010-09
AMAT	Oct-10	0.310606061	2010-10
AMAT	Nov-10	0.276102293	2010-11
AMAT	Dec-10	0.253055556	2010-12
AMAT	Jan-11	0.271591679	2011-01
AMAT	Feb-11	0.29621407	2011-02
AMAT	Mar-11	0.162168187	2011-03
AMAT	Apr-11	0.17252897	2011-04
AMAT	May-11	0.132435163	2011-05
AMAT	Jun-11	0.248677349	2011-06
AMAT	Jul-11	0.249201587	2011-07
AMAT	Aug-11	0.194805413	2011-08
AMAT	Sep-11	0.272754698	2011-09
AMAT	Oct-11	0.264238609	2011-10
AMAT	Nov-11	0.097807121	2011-11
AMAT	Dec-11	0.221036036	2011-12
AMAT	Jan-12	0.258497835	2012-01
AMAT	Feb-12	0.286712598	2012-02
AMAT	Mar-12	0.188638695	2012-03
AMAT	Apr-12	0.214315818	2012-04
AMAT	May-12	0.189439319	2012-05
AMAT	Jun-12	0.242946015	2012-06
AMAT	Jul-12	0.087549278	2012-07
AMAT	Aug-12	0.265854454	2012-08
AMAT	Sep-12	0.30315873	2012-09
AMAT	Oct-12	0.285566378	2012-10
AMAT	Nov-12	0.333035906	2012-11
AMAT	Dec-12	0.298136905	2012-12
AMAT	Jan-13	0.302197107	2013-01
AMAT	Feb-13	0.311998051	2013-02
AMAT	Mar-13	0.287110622	2013-03
AMAT	Apr-13	0.192724983	2013-04
AMAT	May-13	0.221810862	2013-05
AMAT	Jun-13	0.299279985	2013-06
AMAT	Jul-13	0.335536781	2013-07
AMAT	Aug-13	0.233032403	2013-08
AMAT	Sep-13	0.286956519	2013-09
AMAT	Oct-13	0.345741683	2013-10
AMAT	Nov-13	0.254576503	2013-11
AMAT	Dec-13	0.206538821	2013-12
AMAT	Jan-14	0.314229834	2014-01
AMAT	Feb-14	0.281804214	2014-02
AMAT	Mar-14	0.293152724	2014-03
AMAT	Apr-14	0.277443482	2014-04
AMAT	May-14	0.289988992	2014-05
AMAT	Jun-14	0.358436239	2014-06
AMAT	Jul-14	0.374503163	2014-07
AMAT	Aug-14	0.250665119	2014-08
AMAT	Sep-14	0.233052878	2014-09
AMAT	Oct-14	0.200740795	2014-10
AMAT	Nov-14	0.309091334	2014-11
AMAT	Dec-14	0.319835444	2014-12
AMAT	Jan-15	0.344965135	2015-01
AMAT	Feb-15	0.26397133	2015-02
AMAT	Mar-15	0.257440342	2015-03
AMAT	Apr-15	0.220026083	2015-04
AMAT	May-15	0.131847118	2015-05
AMAT	Jun-15	0.265340323	2015-06
AMAT	Jul-15	0.34197357	2015-07
AMAT	Aug-15	0.210200603	2015-08
AMAT	Sep-15	0.248165627	2015-09
AMAT	Oct-15	0.242670577	2015-10
AMAT	Nov-15	0.323634933	2015-11
AMAT	Dec-15	0.250700777	2015-12
AMAT	Jan-16	0.371672788	2016-01
AMAT	Feb-16	0.379315593	2016-02
AMAT	Mar-16	0.322554252	2016-03
AMAT	Apr-16	0.329078753	2016-04
AMAT	May-16	0.321896649	2016-05
AMAT	Jun-16	0.248328034	2016-06
AMAT	Jul-16	0.366124761	2016-07
AMAT	Aug-16	0.351925251	2016-08
AMAT	Sep-16	0.395699086	2016-09
AMAT	Oct-16	0.371507783	2016-10
AMAT	Nov-16	0.294194518	2016-11
AMAT	Dec-16	0.387487654	2016-12
AMAT	Jan-17	0.308072808	2017-01
AMAT	Feb-17	0.370512985	2017-02
AMAT	Mar-17	0.290979216	2017-03
AMAT	Apr-17	0.318700305	2017-04
AMAT	May-17	0.28392107	2017-05
AMAT	Jun-17	0.283929629	2017-06
AMAT	Jul-17	0.241820499	2017-07
AMAT	Aug-17	0.275522166	2017-08
AMAT	Sep-17	0.311944123	2017-09
AMAT	Oct-17	0.306718201	2017-10
AMAT	Nov-17	0.253675654	2017-11
AMAT	Dec-17	0.305961909	2017-12
AMAT	Jan-18	0.31429618	2018-01
AMAT	Feb-18	0.325980144	2018-02
AMAT	Mar-18	0.317312463	2018-03
AMAT	Apr-18	0.256648122	2018-04
AMAT	May-18	0.311394146	2018-05
AMAT	Jun-18	0.222045463	2018-06
AMAT	Jul-18	0.270242096	2018-07
AMAT	Aug-18	0.255492527	2018-08
AMAT	Sep-18	0.233309262	2018-09
AMAT	Oct-18	0.167516828	2018-10
AMAT	Nov-18	0.270493122	2018-11
AMAT	Dec-18	0.185830205	2018-12
AMAT	Jan-19	0.201213842	2019-01
AMAT	Feb-19	0.215607195	2019-02
AMAT	Mar-19	0.308674854	2019-03
AMAT	Apr-19	0.289658111	2019-04
AMAT	May-19	0.239938551	2019-05
AMAT	Jun-19	0.272158683	2019-06
AMAT	Jul-19	0.300560286	2019-07
AMAT	Aug-19	0.277093103	2019-08
AMAT	Sep-19	0.273212289	2019-09
AMAT	Oct-19	0.257359756	2019-10
AMAT	Nov-19	0.287775902	2019-11
AMAT	Dec-19	0.290257565	2019-12
AMAT	Jan-20	0.280875283	2020-01
AMAT	Feb-20	0.286029168	2020-02
AMAT	Mar-20	0.243568976	2020-03
AMCR	Mar-18	0.45	2018-03
AMCR	Jun-19	0.256878307	2019-06
AMCR	Jul-19	0.299945487	2019-07
AMCR	Aug-19	0.275054466	2019-08
AMCR	Sep-19	0.300506975	2019-09
AMCR	Oct-19	0.47173913	2019-10
AMCR	Nov-19	0.397361111	2019-11
AMCR	Dec-19	0.337028986	2019-12
AMCR	Jan-20	0.389778473	2020-01
AMCR	Feb-20	0.274654255	2020-02
AMCR	Mar-20	0.151851222	2020-03
AMD	Oct-08	0.355050505	2008-10
AMD	Nov-08	0.315	2008-11
AMD	Dec-08	0.355263158	2008-12
AMD	Jan-09	0.194327122	2009-01
AMD	Feb-09	0.256410256	2009-02
AMD	Mar-09	-0.398975571	2009-03
AMD	Apr-09	-0.477906379	2009-04
AMD	May-09	0.221941043	2009-05
AMD	Jun-09	0.341449653	2009-06
AMD	Jul-09	0.139229025	2009-07
AMD	Aug-09	0.283705821	2009-08
AMD	Sep-09	0.346436245	2009-09
AMD	Oct-09	0.21992906	2009-10
AMD	Nov-09	0.218624779	2009-11
AMD	Dec-09	0.251285781	2009-12
AMD	Jan-10	0.231835468	2010-01
AMD	Feb-10	0.465906085	2010-02
AMD	Mar-10	0.293172973	2010-03
AMD	Apr-10	0.225802395	2010-04
AMD	May-10	0.342394915	2010-05
AMD	Jun-10	0.194410173	2010-06
AMD	Jul-10	0.287075055	2010-07
AMD	Aug-10	0.22015792	2010-08
AMD	Sep-10	0.216985052	2010-09
AMD	Oct-10	0.32325319	2010-10
AMD	Nov-10	0.321944444	2010-11
AMD	Dec-10	0.215106962	2010-12
AMD	Jan-11	0.208964527	2011-01
AMD	Feb-11	0.322128999	2011-02
AMD	Mar-11	0.198471834	2011-03
AMD	Apr-11	0.207843816	2011-04
AMD	May-11	0.15368121	2011-05
AMD	Jun-11	0.238657294	2011-06
AMD	Jul-11	0.297959612	2011-07
AMD	Aug-11	0.320326492	2011-08
AMD	Sep-11	0.236947946	2011-09
AMD	Oct-11	0.244706463	2011-10
AMD	Nov-11	0.185611876	2011-11
AMD	Dec-11	0.196078366	2011-12
AMD	Jan-12	0.258660589	2012-01
AMD	Feb-12	0.215340532	2012-02
AMD	Mar-12	0.334617225	2012-03
AMD	Apr-12	0.330734535	2012-04
AMD	May-12	0.357428824	2012-05
AMD	Jun-12	0.278392076	2012-06
AMD	Jul-12	0.175361138	2012-07
AMD	Aug-12	0.307016471	2012-08
AMD	Sep-12	0.14616024	2012-09
AMD	Oct-12	0.226740323	2012-10
AMD	Nov-12	0.287703235	2012-11
AMD	Dec-12	0.305587359	2012-12
AMD	Jan-13	0.307777583	2013-01
AMD	Feb-13	0.269225606	2013-02
AMD	Mar-13	0.285803172	2013-03
AMD	Apr-13	0.229036425	2013-04
AMD	May-13	0.238758218	2013-05
AMD	Jun-13	0.268588521	2013-06
AMD	Jul-13	0.243033977	2013-07
AMD	Aug-13	0.238164672	2013-08
AMD	Sep-13	0.29595838	2013-09
AMD	Oct-13	0.242462863	2013-10
AMD	Nov-13	0.294839085	2013-11
AMD	Dec-13	0.183273631	2013-12
AMD	Jan-14	0.253622838	2014-01
AMD	Feb-14	0.278336871	2014-02
AMD	Mar-14	0.308635409	2014-03
AMD	Apr-14	0.300728864	2014-04
AMD	May-14	0.382709617	2014-05
AMD	Jun-14	0.29230906	2014-06
AMD	Jul-14	0.275580238	2014-07
AMD	Aug-14	0.273498989	2014-08
AMD	Sep-14	0.343664928	2014-09
AMD	Oct-14	0.194828326	2014-10
AMD	Nov-14	0.370837355	2014-11
AMD	Dec-14	0.366879693	2014-12
AMD	Jan-15	0.314951739	2015-01
AMD	Feb-15	0.294880369	2015-02
AMD	Mar-15	0.309182342	2015-03
AMD	Apr-15	0.293595516	2015-04
AMD	May-15	0.290833893	2015-05
AMD	Jun-15	0.297326323	2015-06
AMD	Jul-15	0.269125149	2015-07
AMD	Aug-15	0.271069446	2015-08
AMD	Sep-15	0.290101234	2015-09
AMD	Oct-15	0.339640593	2015-10
AMD	Nov-15	0.33340992	2015-11
AMD	Dec-15	0.315592578	2015-12
AMD	Jan-16	0.33688389	2016-01
AMD	Feb-16	0.370827979	2016-02
AMD	Mar-16	0.325179702	2016-03
AMD	Apr-16	0.340826575	2016-04
AMD	May-16	0.309518924	2016-05
AMD	Jun-16	0.359826352	2016-06
AMD	Jul-16	0.366002579	2016-07
AMD	Aug-16	0.385685085	2016-08
AMD	Sep-16	0.355796364	2016-09
AMD	Oct-16	0.357940904	2016-10
AMD	Nov-16	0.349924139	2016-11
AMD	Dec-16	0.350129501	2016-12
AMD	Jan-17	0.304356336	2017-01
AMD	Feb-17	0.32517432	2017-02
AMD	Mar-17	0.30962545	2017-03
AMD	Apr-17	0.260850084	2017-04
AMD	May-17	0.247405307	2017-05
AMD	Jun-17	0.280631719	2017-06
AMD	Jul-17	0.279618373	2017-07
AMD	Aug-17	0.28370778	2017-08
AMD	Sep-17	0.310039313	2017-09
AMD	Oct-17	0.295691753	2017-10
AMD	Nov-17	0.312470871	2017-11
AMD	Dec-17	0.351499906	2017-12
AMD	Jan-18	0.333260531	2018-01
AMD	Feb-18	0.355558017	2018-02
AMD	Mar-18	0.356073456	2018-03
AMD	Apr-18	0.328016739	2018-04
AMD	May-18	0.333801248	2018-05
AMD	Jun-18	0.33017208	2018-06
AMD	Jul-18	0.312159714	2018-07
AMD	Aug-18	0.288322036	2018-08
AMD	Sep-18	0.274946713	2018-09
AMD	Oct-18	0.242564491	2018-10
AMD	Nov-18	0.23347503	2018-11
AMD	Dec-18	0.252567943	2018-12
AMD	Jan-19	0.266222667	2019-01
AMD	Feb-19	0.283872861	2019-02
AMD	Mar-19	0.2926818	2019-03
AMD	Apr-19	0.300024812	2019-04
AMD	May-19	0.284708358	2019-05
AMD	Jun-19	0.29101548	2019-06
AMD	Jul-19	0.308014387	2019-07
AMD	Aug-19	0.27361848	2019-08
AMD	Sep-19	0.283194253	2019-09
AMD	Oct-19	0.284775472	2019-10
AMD	Nov-19	0.264808701	2019-11
AMD	Dec-19	0.28363448	2019-12
AMD	Jan-20	0.266085137	2020-01
AMD	Feb-20	0.278483709	2020-02
AMD	Mar-20	0.277718082	2020-03
AME	Apr-09	-0.078571429	2009-04
AME	May-09	0.7	2009-05
AME	Jun-09	-0.068402778	2009-06
AME	Jul-09	-0.069390191	2009-07
AME	Aug-09	0.35	2009-08
AME	Sep-09	0.24375	2009-09
AME	Oct-09	-0.005854411	2009-10
AME	Nov-09	0.318144358	2009-11
AME	Dec-09	0.0855046	2009-12
AME	Jan-10	0.21348214	2010-01
AME	Feb-10	0.191965288	2010-02
AME	Mar-10	0.307546001	2010-03
AME	Apr-10	0.18786572	2010-04
AME	May-10	0.261070626	2010-05
AME	Jun-10	0.296021169	2010-06
AME	Jul-10	0.06683125	2010-07
AME	Aug-10	0.14185082	2010-08
AME	Sep-10	0.150563492	2010-09
AME	Oct-10	0.107287733	2010-10
AME	Nov-10	0.150187857	2010-11
AME	Dec-10	0.271416096	2010-12
AME	Jan-11	0.199047291	2011-01
AME	Feb-11	0.261420333	2011-02
AME	Mar-11	0.089933783	2011-03
AME	Apr-11	0.088780237	2011-04
AME	May-11	0.187914194	2011-05
AME	Jun-11	0.251192882	2011-06
AME	Jul-11	0.135209619	2011-07
AME	Aug-11	0.023683178	2011-08
AME	Sep-11	0.14782592	2011-09
AME	Oct-11	0.254243145	2011-10
AME	Nov-11	-0.035908551	2011-11
AME	Dec-11	0.085573669	2011-12
AME	Jan-12	0.101232534	2012-01
AME	Feb-12	0.105099204	2012-02
AME	Mar-12	0.115933772	2012-03
AME	Apr-12	0.14520277	2012-04
AME	May-12	0.059005421	2012-05
AME	Jun-12	0.079653543	2012-06
AME	Jul-12	0.173098899	2012-07
AME	Aug-12	0.103543661	2012-08
AME	Sep-12	0.122954617	2012-09
AME	Oct-12	0.190006339	2012-10
AME	Nov-12	0.120618984	2012-11
AME	Dec-12	0.108499532	2012-12
AME	Jan-13	0.138684132	2013-01
AME	Feb-13	0.043682208	2013-02
AME	Mar-13	0.116424991	2013-03
AME	Apr-13	0.226474059	2013-04
AME	May-13	0.249596523	2013-05
AME	Jun-13	-0.027736985	2013-06
AME	Jul-13	0.048950304	2013-07
AME	Aug-13	0.159682897	2013-08
AME	Sep-13	0.189924998	2013-09
AME	Oct-13	0.239069167	2013-10
AME	Nov-13	0.078126951	2013-11
AME	Dec-13	0.108800692	2013-12
AME	Jan-14	0.117075202	2014-01
AME	Feb-14	0.199445023	2014-02
AME	Mar-14	0.084217439	2014-03
AME	Apr-14	0.107280808	2014-04
AME	May-14	0.051388405	2014-05
AME	Jun-14	0.114447299	2014-06
AME	Jul-14	0.197540919	2014-07
AME	Aug-14	0.137047827	2014-08
AME	Sep-14	-0.01790404	2014-09
AME	Oct-14	0.243320346	2014-10
AME	Nov-14	0.259789516	2014-11
AME	Dec-14	0.344499253	2014-12
AME	Jan-15	0.146356558	2015-01
AME	Feb-15	0.241342076	2015-02
AME	Mar-15	0.256515747	2015-03
AME	Apr-15	0.259722901	2015-04
AME	May-15	0.291773336	2015-05
AME	Jun-15	0.126676768	2015-06
AME	Jul-15	0.173416005	2015-07
AME	Aug-15	0.164302278	2015-08
AME	Sep-15	0.204098977	2015-09
AME	Oct-15	0.189651108	2015-10
AME	Nov-15	0.137008666	2015-11
AME	Dec-15	0.151494546	2015-12
AME	Jan-16	0.289781826	2016-01
AME	Feb-16	0.207991584	2016-02
AME	Mar-16	0.116936887	2016-03
AME	Apr-16	0.280914424	2016-04
AME	May-16	0.142677916	2016-05
AME	Jun-16	0.261770143	2016-06
AME	Jul-16	0.241152902	2016-07
AME	Aug-16	0.326463453	2016-08
AME	Sep-16	0.29470588	2016-09
AME	Oct-16	0.145602679	2016-10
AME	Nov-16	0.229374285	2016-11
AME	Dec-16	0.268077122	2016-12
AME	Jan-17	0.312307137	2017-01
AME	Feb-17	0.237697917	2017-02
AME	Mar-17	0.065931373	2017-03
AME	Apr-17	0.212143009	2017-04
AME	May-17	0.094714556	2017-05
AME	Jun-17	0.106215278	2017-06
AME	Jul-17	0.336941964	2017-07
AME	Aug-17	0.164207461	2017-08
AME	Sep-17	0.114074722	2017-09
AME	Oct-17	0.352175231	2017-10
AME	Nov-17	0.311447074	2017-11
AME	Dec-17	0.205716238	2017-12
AME	Jan-18	0.061120894	2018-01
AME	Feb-18	0.221947388	2018-02
AME	Mar-18	0.250951737	2018-03
AME	Apr-18	0.270512006	2018-04
AME	May-18	0.287016817	2018-05
AME	Jun-18	0.022643939	2018-06
AME	Jul-18	0.168788575	2018-07
AME	Aug-18	0.11657103	2018-08
AME	Sep-18	0.216876637	2018-09
AME	Oct-18	0.204127461	2018-10
AME	Nov-18	0.205736936	2018-11
AME	Dec-18	0.103424825	2018-12
