company	date	sentiment	time
KMB	Jun-09	1	2009-06
KMB	Mar-09	0.266666667	2009-03
PVH	Jan-10	0.193181818	2010-01
PVH	Nov-09	0.466666667	2009-11
PVH	Sep-09	0.25	2009-09
PVH	Aug-09	-0.155555556	2009-08
PVH	Jul-09	-0.625	2009-07
PVH	May-09	0.25	2009-05
PVH	Dec-08	0.25	2008-12
PEAK	Jun-18	0.35	2018-06
PEAK	Jun-09	0.8	2009-06
PEAK	Mar-09	0.4	2009-03
NEM	Nov-08	0.366666667	2008-11
EL	Aug-09	0.375	2009-08
EL	Jul-09	0.16	2009-07
EL	Oct-08	0.5	2008-10
GD	Aug-09	0.5	2009-08
GD	Jan-09	-0.3	2009-01
GD	Dec-08	0.8	2008-12
CAH	Sep-09	0.25	2009-09
HRB	Mar-09	0.2	2009-03
PM	Apr-09	0.311111111	2009-04
PM	Mar-09	-0.1875	2009-03
PM	Nov-08	0.2	2008-11
PM	Aug-08	0.54	2008-08
PM	Jul-08	0.425	2008-07
CNP	Mar-10	0.233333333	2010-03
CNP	Nov-09	0.357142857	2009-11
CNP	Feb-09	-0.75	2009-02
RE	Aug-11	0.318181818	2011-08
RE	Apr-10	0.35	2010-04
RE	Mar-10	0.25	2010-03
RE	Feb-10	-0.2	2010-02
RE	Jan-10	-0.3	2010-01
RE	Sep-09	0.5	2009-09
RE	Aug-09	0.5	2009-08
RE	Jun-09	0.5	2009-06
RE	Apr-09	-0.155555556	2009-04
RE	Dec-08	0.16	2008-12
MCO	Oct-08	0.8	2008-10
MCO	Sep-08	-0.2	2008-09
AVB	Apr-09	0.216666667	2009-04
AVB	Feb-09	-0.25	2009-02
AVB	Jan-09	0.2	2009-01
DGX	Aug-11	0.8375	2011-08
DGX	Jun-10	0.4	2010-06
DGX	Oct-09	0.15	2009-10
DGX	Aug-09	0.15	2009-08
DGX	Feb-09	-0.166666667	2009-02
DGX	Dec-08	0.166666667	2008-12
ALL	Apr-09	0.261904762	2009-04
ALL	Feb-09	0.16	2009-02
ALL	Jan-09	-0.3	2009-01
ALL	Aug-08	0.35	2008-08
HII	Sep-10	-0.4	2010-09
HII	Aug-10	0.25	2010-08
HII	May-10	0.2	2010-05
HII	Oct-09	-0.2875	2009-10
HII	Sep-09	0.25	2009-09
CBRE	Oct-16	0.2	2016-10
CBRE	Feb-16	0.433333333	2016-02
CBRE	Oct-15	0.227777778	2015-10
CBRE	Aug-12	0.5	2012-08
GWW	Jul-09	-0.25	2009-07
ALGN	Mar-10	-0.3	2010-03
ALGN	Dec-09	-0.8	2009-12
ALGN	Nov-09	0.65	2009-11
ALGN	Jul-09	0.272222222	2009-07
ALGN	Feb-09	0.4	2009-02
NFLX	Sep-08	0.468181818	2008-09
NFLX	Jul-08	0.6	2008-07
NSC	Oct-09	0.55	2009-10
NSC	Apr-09	0.25	2009-04
NSC	Dec-08	-0.266666667	2008-12
NSC	Oct-08	-0.75	2008-10
NSC	Aug-08	0.25	2008-08
NRG	Dec-09	0.25	2009-12
NRG	Nov-09	0.3	2009-11
NRG	Mar-09	-0.1875	2009-03
NRG	Jan-09	0.5	2009-01
NRG	Nov-08	-0.333333333	2008-11
ROK	Apr-20	-0.155555556	2020-04
ROK	Oct-10	0.7	2010-10
ROK	Sep-10	0.5	2010-09
ROK	Aug-10	0.5	2010-08
ROK	Jul-09	0.5	2009-07
ROK	Jun-09	0.25	2009-06
ROK	Sep-08	0.375	2008-09
SBAC	Apr-20	0.625	2020-04
SBAC	Oct-11	0.285714286	2011-10
SBAC	Feb-11	0.16	2011-02
SBAC	Feb-09	0.5	2009-02
EMN	Jan-10	-0.15	2010-01
EMN	Sep-09	0.3	2009-09
EMN	May-09	1	2009-05
EMN	Jan-09	0.366666667	2009-01
EMN	Dec-08	-0.7	2008-12
NKE	Oct-08	1	2008-10
NKE	Aug-08	0.6	2008-08
NKE	Jun-08	-0.155555556	2008-06
FIS	Sep-09	-0.2	2009-09
FIS	Mar-09	0.5	2009-03
VTR	Jan-11	1	2011-01
VTR	Sep-10	0.5	2010-09
VTR	Feb-10	-0.15	2010-02
VTR	Dec-09	1	2009-12
VTR	Nov-09	-0.4	2009-11
VTR	Jun-09	0.2	2009-06
VTR	Apr-09	0.3	2009-04
RF	Nov-08	-0.375	2008-11
MAS	Aug-10	-0.15	2010-08
MAS	Sep-09	0.227272727	2009-09
MAS	Apr-09	0.285714286	2009-04
MAR	Sep-09	0.35	2009-09
MAR	May-09	-0.7	2009-05
MAR	May-08	0.25	2008-05
CMI	Mar-09	-0.515277778	2009-03
CMI	Dec-08	-0.6	2008-12
CMI	Jun-08	0.433333333	2008-06
AMCR	Nov-10	-0.5	2010-11
TAP	Sep-10	0.16	2010-09
TAP	Apr-09	0.2	2009-04
TAP	Mar-09	0.5	2009-03
KR	Jan-09	0.2	2009-01
KR	Dec-08	-0.15	2008-12
KR	Nov-08	-0.15	2008-11
KR	Sep-08	-0.5	2008-09
FB	Mar-09	0.242857143	2009-03
FB	Feb-09	0.7	2009-02
FB	Dec-08	0.5	2008-12
VAR	Nov-08	-0.5625	2008-11
VAR	Oct-08	0.25	2008-10
VAR	Sep-08	-0.45	2008-09
VAR	Jul-08	0.6	2008-07
VAR	Jan-07	-0.2	2007-01
MTD	Apr-20	-0.75	2020-04
MTD	Jan-12	0.4	2012-01
MTD	Sep-11	-0.155555556	2011-09
MTD	Dec-10	0.35	2010-12
MTD	Nov-09	0.25	2009-11
BSX	Feb-09	0.5	2009-02
BSX	Dec-08	0.85	2008-12
BSX	Sep-08	0.65	2008-09
BSX	Jul-08	0.3	2008-07
USB	Dec-08	-0.7	2008-12
USB	Oct-08	-0.15	2008-10
IBM	Aug-08	0.2	2008-08
IBM	Jul-08	0.215	2008-07
IBM	Jun-08	-0.15	2008-06
PLD	Aug-10	0.16	2010-08
PLD	Jun-10	0.5	2010-06
PLD	Oct-09	0.5	2009-10
PLD	Jan-09	0.8	2009-01
EOG	Aug-09	-0.283333333	2009-08
EOG	Jul-09	1	2009-07
EOG	Jan-09	-0.2	2009-01
EOG	Dec-08	0.192857143	2008-12
EOG	Nov-08	0.433333333	2008-11
LIN	Jun-15	0.25	2015-06
LIN	Jul-13	0.514583333	2013-07
LIN	Jun-13	0.4	2013-06
LIN	Mar-13	-0.3125	2013-03
LIN	May-12	0.375	2012-05
LIN	Jun-11	1	2011-06
LIN	May-11	0.214285714	2011-05
LIN	Apr-11	0.5	2011-04
LIN	Mar-11	0.65	2011-03
LIN	Dec-10	0.75	2010-12
LIN	Sep-10	-0.169444444	2010-09
LIN	May-10	0.16	2010-05
LIN	Mar-10	-0.166666667	2010-03
LIN	Sep-09	0.35	2009-09
ITW	Oct-10	-0.155555556	2010-10
ITW	Apr-09	0.35	2009-04
FBHS	Sep-13	0.4	2013-09
FBHS	Aug-11	0.75	2011-08
FBHS	Jun-11	0.170454545	2011-06
LKQ	Jul-13	0.612121212	2013-07
LKQ	Jun-13	0.515	2013-06
LKQ	May-12	-0.15625	2012-05
GOOGL	Feb-14	0.2	2014-02
GOOGL	Oct-13	0.25	2013-10
GOOGL	Sep-13	0.318181818	2013-09
GOOGL	Aug-13	0.5	2013-08
GOOGL	Apr-13	0.4	2013-04
GOOGL	Dec-12	-0.7	2012-12
GOOGL	Nov-12	-0.15	2012-11
GOOGL	Oct-12	0.5	2012-10
GOOGL	Sep-12	0.16	2012-09
GOOGL	Aug-12	-0.25	2012-08
GOOGL	May-12	0.7	2012-05
GOOGL	Apr-12	0.25	2012-04
GOOGL	Feb-12	0.5	2012-02
GOOGL	Oct-11	0.33125	2011-10
GOOGL	Jul-11	0.5	2011-07
GOOGL	Jun-11	0.3	2011-06
GOOGL	Feb-11	0.318181818	2011-02
ANET	Apr-14	-0.4	2014-04
ANET	Mar-14	-0.4	2014-03
AAL	Mar-12	-0.166666667	2012-03
AAL	Aug-11	-1	2011-08
AAL	May-11	0.45	2011-05
AAL	Apr-11	0.175	2011-04
AAL	Mar-11	0.15	2011-03
AAL	Nov-10	-0.7	2010-11
AAL	Oct-10	0.2	2010-10
AAL	Mar-10	-0.166666667	2010-03
AAL	Jul-09	-0.155555556	2009-07
PAYX	Nov-09	0.375	2009-11
PAYX	Oct-09	0.25	2009-10
ILMN	Aug-09	0.7	2009-08
ILMN	Jan-09	0.5	2009-01
ILMN	Sep-08	0.5	2008-09
ILMN	Aug-08	0.555	2008-08
ALK	Mar-09	0.4	2009-03
XLNX	Apr-09	-0.1875	2009-04
XLNX	Mar-09	-0.161111111	2009-03
XLNX	Jan-09	0.6	2009-01
MAA	Jul-08	0.6	2008-07
MMC	Dec-10	0.16	2010-12
MMC	Oct-10	0.25	2010-10
MMC	Sep-10	0.35	2010-09
MMC	Apr-09	0.25	2009-04
CINF	Nov-10	-0.15	2010-11
CINF	Jan-10	0.575	2010-01
CINF	Dec-09	0.7	2009-12
CINF	Nov-09	0.285714286	2009-11
CINF	Oct-09	-0.75	2009-10
CINF	Jun-09	0.5125	2009-06
CINF	Dec-08	0.25	2008-12
VNO	Jan-12	0.5	2012-01
VNO	Dec-08	0.233333333	2008-12
VNO	Oct-08	0.25	2008-10
SRE	Sep-09	0.35	2009-09
SRE	Jul-09	0.16	2009-07
MKTX	Mar-14	0.5	2014-03
MKTX	Sep-10	1	2010-09
MKTX	May-10	0.2	2010-05
VMC	Jan-10	-0.15	2010-01
VMC	Nov-09	0.204861111	2009-11
VMC	Sep-09	0.333333333	2009-09
VMC	Apr-09	-0.75	2009-04
VMC	Feb-09	0.5	2009-02
VMC	Dec-08	0.211111111	2008-12
FFIV	Feb-09	0.2	2009-02
FFIV	Aug-08	0.16	2008-08
ORLY	Sep-09	0.433333333	2009-09
ORLY	Feb-09	-0.233333333	2009-02
RCL	Aug-10	0.228571429	2010-08
RCL	Jan-10	0.175	2010-01
RCL	Oct-09	-0.166666667	2009-10
RCL	Feb-09	0.7	2009-02
IVZ	Sep-13	0.4	2013-09
IVZ	Jun-13	1	2013-06
IVZ	May-11	0.7	2011-05
IVZ	Apr-11	0.7	2011-04
IVZ	Sep-10	0.166666667	2010-09
IVZ	Feb-10	-0.15	2010-02
IVZ	Dec-09	-0.15	2009-12
IVZ	Nov-09	0.233333333	2009-11
IVZ	Nov-08	0.4	2008-11
IVZ	Oct-08	0.5	2008-10
ARNC	Sep-16	0.466666667	2016-09
PXD	Jul-10	0.318181818	2010-07
PXD	Jan-10	1	2010-01
PXD	Jul-09	0.7	2009-07
PXD	Apr-09	0.35	2009-04
NTRS	Sep-13	0.563333333	2013-09
NTRS	Aug-13	-0.155555556	2013-08
NTRS	Oct-08	0.225	2008-10
JPM	Jun-08	0.43	2008-06
ABC	Dec-08	0.4125	2008-12
ABC	Aug-08	0.5	2008-08
ABC	Jul-08	-0.291666667	2008-07
ABC	Jun-08	0.3	2008-06
ABC	May-07	0.416666667	2007-05
FE	Jan-10	-0.15	2010-01
FE	Dec-09	0.6	2009-12
FE	Sep-09	0.7	2009-09
FE	Jul-09	0.4	2009-07
FE	Jan-09	0.2	2009-01
FE	Jun-08	0.35	2008-06
CXO	May-10	0.85	2010-05
CXO	Mar-10	0.6	2010-03
CXO	Jan-10	0.5	2010-01
CXO	Sep-09	0.25	2009-09
CXO	Aug-09	0.25	2009-08
CXO	Apr-09	0.311111111	2009-04
CXO	Jun-08	0.45	2008-06
OMC	Oct-10	0.5	2010-10
OMC	Aug-10	0.183333333	2010-08
OMC	Jun-09	0.318181818	2009-06
OMC	Dec-08	0.5	2008-12
ABT	Jan-09	0.53125	2009-01
ABT	Oct-08	0.5	2008-10
CTL	Mar-10	-0.2	2010-03
CTL	Jun-09	0.25	2009-06
AOS	Dec-11	0.227272727	2011-12
AOS	Nov-11	0.5	2011-11
AOS	Sep-11	0.266666667	2011-09
AOS	Aug-11	0.25	2011-08
AOS	Mar-11	-0.2	2011-03
AOS	Dec-10	0.5	2010-12
AOS	Jul-10	0.4	2010-07
AOS	Jun-10	0.25	2010-06
AOS	Jul-09	0.25	2009-07
AOS	Apr-09	0.6	2009-04
CVS	Apr-09	-0.75	2009-04
CVS	Jan-09	-0.2	2009-01
CVS	Dec-08	0.5	2008-12
HST	Sep-10	-0.5	2010-09
HST	Oct-09	0.15	2009-10
HST	May-09	0.30625	2009-05
HST	Dec-08	0.2	2008-12
JBHT	Nov-10	-0.15	2010-11
JBHT	Dec-09	-0.5	2009-12
JBHT	Jan-09	0.254166667	2009-01
JBHT	Dec-08	0.25	2008-12
COF	Jul-08	0.7	2008-07
PH	Dec-09	-0.15	2009-12
PH	Aug-09	0.3	2009-08
PH	Jul-09	0.433333333	2009-07
PH	Dec-08	0.7	2008-12
PH	Nov-08	0.15625	2008-11
DHR	Jul-10	-0.15	2010-07
DHR	Jun-09	0.7	2009-06
DHR	Jan-09	-0.155555556	2009-01
ATO	Oct-11	0.357142857	2011-10
ATO	Oct-10	0.16	2010-10
ATO	Jun-10	0.227272727	2010-06
ATO	Aug-09	0.15	2009-08
CNC	Mar-11	-0.15	2011-03
CNC	Oct-10	0.35	2010-10
CNC	Sep-10	0.8	2010-09
CNC	Jul-09	0.25	2009-07
CNC	Jun-09	0.2	2009-06
CNC	Feb-09	0.5	2009-02
CNC	Dec-08	0.372222222	2008-12
MCK	Dec-09	-0.75	2009-12
MCK	Sep-09	0.475	2009-09
MCK	Jun-09	0.5	2009-06
MCK	Feb-09	0.25	2009-02
COG	May-10	0.342857143	2010-05
COG	Feb-10	-0.25	2010-02
COG	Nov-09	0.7	2009-11
COG	Sep-09	1	2009-09
COG	Jul-09	0.4	2009-07
COG	May-09	-0.7	2009-05
COG	Apr-09	0.175	2009-04
COG	Feb-09	0.5	2009-02
COG	Jan-09	0.2	2009-01
MTB	Nov-09	-0.166666667	2009-11
MTB	Jan-09	0.4	2009-01
ROL	Apr-20	0.25	2020-04
ROL	Aug-13	0.3	2013-08
ROL	Jun-13	0.25	2013-06
ROL	Apr-12	0.25	2012-04
ROL	Aug-10	0.5	2010-08
ROL	May-10	0.2	2010-05
ROL	Mar-10	0.16	2010-03
ROL	Dec-09	0.5	2009-12
ROL	Nov-09	0.375	2009-11
ROL	Aug-09	0.16	2009-08
WRB	Jan-14	0.4	2014-01
WRB	Jan-12	0.3	2012-01
WRB	Sep-11	-0.477777778	2011-09
WRB	Jun-11	0.5	2011-06
WRB	Mar-11	0.5	2011-03
WRB	Jun-10	0.25	2010-06
WRB	Dec-09	0.5	2009-12
WRB	Oct-09	0.233333333	2009-10
WRB	Mar-09	0.35	2009-03
RMD	Feb-12	-0.1875	2012-02
RMD	Nov-11	0.45	2011-11
RMD	Aug-11	0.225	2011-08
RMD	Aug-10	0.16	2010-08
RMD	Jun-10	-0.5	2010-06
RMD	Jan-10	0.8	2010-01
RMD	Oct-09	-0.15	2009-10
RMD	Sep-09	0.322222222	2009-09
RMD	Feb-09	0.175	2009-02
RMD	Nov-08	-0.25	2008-11
DISCA	Mar-11	0.225	2011-03
DISCA	Mar-10	0.55	2010-03
DISCA	Sep-09	0.7	2009-09
DISCA	Jun-09	0.225	2009-06
DISCA	Apr-09	0.275	2009-04
DISCA	Jan-09	0.8	2009-01
AKAM	Nov-08	0.233333333	2008-11
AKAM	Oct-08	0.4	2008-10
AKAM	Jul-08	0.1875	2008-07
QCOM	Oct-08	-0.15	2008-10
QCOM	Aug-08	0.7	2008-08
QCOM	May-08	0.425	2008-05
BLL	Jul-13	0.16	2013-07
BLL	Mar-10	0.16	2010-03
BLL	Aug-09	0.166666667	2009-08
BLL	Jul-09	0.25	2009-07
BLL	Nov-08	0.16	2008-11
LUV	Jan-09	0.5	2009-01
LUV	Dec-08	0.171428571	2008-12
LUV	Oct-08	0.3125	2008-10
LUV	Sep-08	0.633333333	2008-09
LUV	Jul-08	-0.208333333	2008-07
LUV	Jun-08	0.16	2008-06
ALXN	Jan-10	0.6	2010-01
ALXN	Dec-09	0.227272727	2009-12
ALXN	Jan-09	0.15	2009-01
PHM	Mar-09	0.25	2009-03
PHM	Jan-09	-0.25	2009-01
PHM	Dec-08	-0.4	2008-12
PHM	Oct-08	0.4	2008-10
GIS	Dec-08	0.575	2008-12
GIS	Nov-08	0.475	2008-11
GIS	Oct-08	0.25	2008-10
GIS	Aug-08	0.475	2008-08
GIS	Jul-08	0.9	2008-07
ROST	Feb-09	0.377777778	2009-02
ROST	Jan-09	0.33	2009-01
ROST	Aug-08	0.7	2008-08
ROST	Jul-08	-0.9	2008-07
OKE	Apr-10	0.175	2010-04
OKE	Dec-09	0.8	2009-12
OKE	Apr-09	-0.4875	2009-04
BK	Feb-09	0.483333333	2009-02
BK	Sep-07	-0.166666667	2007-09
J	Oct-09	0.2	2009-10
J	Jun-09	0.166666667	2009-06
J	May-09	0.366666667	2009-05
J	Apr-09	0.15	2009-04
J	Oct-08	0.6	2008-10
J	Sep-08	-0.25	2008-09
J	May-08	-0.216666667	2008-05
SYF	Jun-14	0.16	2014-06
SYF	Nov-11	0.566666667	2011-11
MS	Jun-08	0.25	2008-06
MS	Sep-07	1	2007-09
MS	Jul-07	0.4	2007-07
LW	Oct-16	0.35	2016-10
LW	Jan-14	0.225	2014-01
LW	Jul-13	0.2	2013-07
LW	Mar-13	-0.4	2013-03
LW	Feb-13	0.285714286	2013-02
LW	Dec-11	0.265454545	2011-12
LW	Jul-11	-0.383333333	2011-07
XEC	Mar-10	0.5	2010-03
XEC	Dec-09	0.166666667	2009-12
XEC	Jul-09	0.7	2009-07
CPB	Jun-09	0.7	2009-06
CPB	Apr-09	0.2	2009-04
CPB	Feb-09	0.205555556	2009-02
CPB	Jan-09	-0.375	2009-01
CPB	Oct-08	0.25	2008-10
MHK	Sep-11	-0.2	2011-09
MHK	Mar-11	-0.15	2011-03
MHK	Nov-10	-0.15	2010-11
MHK	Sep-10	0.25	2010-09
MHK	May-10	-0.166666667	2010-05
MHK	Feb-10	0.242857143	2010-02
MHK	May-09	0.6	2009-05
MHK	Feb-09	0.6	2009-02
SLG	Feb-09	0.35	2009-02
SLG	Nov-08	-0.155555556	2008-11
SLG	Oct-08	0.25	2008-10
CHD	Oct-10	0.16	2010-10
CHD	Jan-10	0.348148148	2010-01
CHD	Oct-09	0.575	2009-10
CHD	Nov-08	0.475	2008-11
APA	Nov-08	0.433333333	2008-11
APA	Jul-08	0.6	2008-07
TFC	Aug-19	0.266666667	2019-08
TFC	Jul-19	0.266666667	2019-07
TFC	May-19	0.266666667	2019-05
TFC	Dec-18	0.266666667	2018-12
TFC	Aug-18	0.266666667	2018-08
TFC	Jun-18	0.4	2018-06
TFC	May-18	0.4	2018-05
TFC	Sep-17	0.45	2017-09
TFC	Nov-16	-0.433333333	2016-11
TFC	Mar-16	-0.433333333	2016-03
TFC	Nov-15	0.433333333	2015-11
TFC	Oct-15	0.45	2015-10
TFC	Nov-14	0.366666667	2014-11
TFC	Jul-14	0.5	2014-07
TFC	Jan-14	0.75	2014-01
TFC	Oct-13	-0.268518519	2013-10
TFC	Sep-13	0.25	2013-09
TFC	Aug-13	0.25	2013-08
TFC	May-13	0.35	2013-05
TFC	Apr-13	-0.3	2013-04
TFC	Feb-13	0.25	2013-02
TFC	Jan-13	0.6	2013-01
TFC	Nov-12	0.15	2012-11
TFC	Sep-12	0.285714286	2012-09
TFC	Aug-12	0.35	2012-08
TFC	Jun-12	0.4625	2012-06
TFC	Dec-11	0.214285714	2011-12
TFC	Sep-11	0.25	2011-09
TFC	Jun-11	0.5	2011-06
TFC	May-11	0.25	2011-05
TFC	Feb-11	-0.166666667	2011-02
TFC	Dec-10	0.5	2010-12
TFC	Sep-10	0.25	2010-09
TFC	Aug-10	0.25	2010-08
TFC	Feb-10	0.227272727	2010-02
TFC	Sep-09	0.75	2009-09
DAL	Dec-08	-0.477777778	2008-12
DAL	Sep-08	0.5	2008-09
DAL	Jun-08	-0.15	2008-06
INFO	Jun-16	0.377777778	2016-06
INFO	Jun-14	0.2	2014-06
INFO	May-13	0.45	2013-05
INFO	Apr-13	-0.4	2013-04
INFO	Feb-13	0.35	2013-02
INFO	Dec-12	0.5	2012-12
INFO	Jul-12	0.5	2012-07
INFO	Feb-12	-0.233333333	2012-02
INFO	Dec-11	0.5	2011-12
INFO	Sep-11	0.2	2011-09
INFO	Aug-11	-0.291666667	2011-08
INFO	Mar-11	-0.2	2011-03
INFO	Jan-11	0.6	2011-01
INFO	Sep-10	0.214814815	2010-09
INFO	Dec-09	0.3	2009-12
INFO	Aug-09	0.45	2009-08
CSX	Jan-09	-0.4	2009-01
CSX	Dec-08	0.27	2008-12
CSX	Nov-08	-0.45	2008-11
NI	Oct-13	0.6875	2013-10
NI	Nov-10	0.16	2010-11
NI	Oct-10	0.5	2010-10
NI	Feb-09	1	2009-02
K	Dec-08	0.5	2008-12
K	Nov-08	0.275	2008-11
K	Aug-08	-1	2008-08
K	Jul-08	0.35	2008-07
K	Jun-08	0.4	2008-06
K	May-08	0.25	2008-05
K	Apr-08	-0.7	2008-04
K	Feb-08	-0.2	2008-02
K	Dec-07	0.25	2007-12
JWN	Nov-08	0.5	2008-11
ADS	Mar-10	0.16	2010-03
ADS	Jan-10	0.5	2010-01
ADS	Dec-09	-0.23125	2009-12
ADS	Sep-09	0.35	2009-09
ADS	Apr-09	0.5	2009-04
ADS	Feb-09	0.5	2009-02
ADS	Nov-08	-0.25	2008-11
ZION	Feb-09	0.166666667	2009-02
ZION	Nov-08	0.6	2008-11
ZION	Aug-08	0.6	2008-08
PFG	Mar-12	0.3	2012-03
PFG	Apr-11	1	2011-04
PFG	Oct-10	-0.155555556	2010-10
PFG	Sep-10	0.15	2010-09
PFG	Jul-10	-0.155555556	2010-07
PFG	Jun-10	0.2	2010-06
PFG	May-10	0.366666667	2010-05
PFG	Jan-10	0.45	2010-01
PFG	Jun-09	0.172222222	2009-06
PFG	Oct-08	-0.291666667	2008-10
NCLH	Jun-13	-0.155555556	2013-06
RJF	Aug-13	0.5	2013-08
RJF	May-12	0.25	2012-05
RJF	Mar-12	-0.15	2012-03
RJF	Oct-10	-0.7	2010-10
RJF	Sep-10	0.2875	2010-09
RJF	May-10	0.5	2010-05
RJF	Apr-10	0.15	2010-04
RJF	Nov-09	0.25	2009-11
RJF	Aug-09	-0.8	2009-08
RJF	Jun-09	0.172222222	2009-06
RJF	Jan-09	-0.9375	2009-01
RJF	Oct-08	0.316666667	2008-10
RJF	Sep-08	0.2	2008-09
PRU	Nov-08	-0.3	2008-11
PRU	Sep-08	0.5	2008-09
PRU	Jul-08	0.1875	2008-07
HBAN	Jan-09	0.5	2009-01
YUM	Nov-08	0.6	2008-11
YUM	Oct-08	0.166666667	2008-10
YUM	Sep-08	0.277777778	2008-09
YUM	Jul-08	0.195	2008-07
SNPS	Oct-10	0.5	2010-10
SNPS	Sep-10	0.3	2010-09
SNPS	Dec-09	-0.2	2009-12
SNPS	Nov-09	0.5	2009-11
SNPS	Aug-09	-0.155555556	2009-08
SNPS	Dec-08	-0.45	2008-12
SIVB	Apr-20	0.318181818	2020-04
SIVB	Aug-13	0.333333333	2013-08
SIVB	Jun-12	0.25	2012-06
SIVB	Apr-12	-0.2	2012-04
SIVB	Sep-11	0.7	2011-09
SIVB	Jun-11	-0.25	2011-06
SIVB	Feb-11	0.516666667	2011-02
SIVB	Nov-10	0.341666667	2010-11
SIVB	Jun-10	0.8	2010-06
SIVB	Apr-10	0.7	2010-04
SIVB	Jan-10	0.7	2010-01
SIVB	Apr-09	0.233333333	2009-04
KSS	Oct-08	1	2008-10
LYV	Dec-12	0.5	2012-12
LYV	Apr-12	-0.625	2012-04
LYV	Sep-09	0.35	2009-09
LYV	Feb-09	0.212121212	2009-02
LYV	Jan-09	0.433333333	2009-01
LYV	Nov-08	-0.306818182	2008-11
CL	May-08	0.175	2008-05
CL	Feb-08	0.357142857	2008-02
VFC	Dec-09	-0.15	2009-12
DUK	Mar-10	-0.3	2010-03
DUK	Aug-09	0.15	2009-08
DUK	Jul-09	0.16	2009-07
DUK	Apr-09	0.2	2009-04
DUK	Mar-09	0.16	2009-03
DUK	Nov-08	0.166666667	2008-11
REGN	Jul-10	-0.15	2010-07
REGN	Apr-10	0.5	2010-04
REGN	Dec-09	-0.15	2009-12
REGN	Aug-09	0.15	2009-08
REGN	Jul-09	0.65	2009-07
REGN	Dec-08	0.25	2008-12
REGN	Nov-08	0.5	2008-11
AIV	Aug-09	0.25	2009-08
AIV	May-09	0.2	2009-05
AIV	Mar-09	0.2375	2009-03
AVGO	Apr-10	0.25	2010-04
AVGO	Mar-10	0.3125	2010-03
AVGO	Sep-09	-0.204545455	2009-09
JCI	Dec-09	0.15	2009-12
JCI	Dec-08	0.25	2008-12
JCI	Aug-08	0.225	2008-08
JCI	Jul-08	0.5	2008-07
JCI	Jun-08	-0.4	2008-06
UA	Jun-09	0.7	2009-06
UA	May-09	-0.1875	2009-05
UA	Feb-09	0.468181818	2009-02
UA	Dec-08	-0.325	2008-12
UA	Nov-08	0.433333333	2008-11
UA	Oct-08	-0.1875	2008-10
UA	Apr-07	-0.625	2007-04
VZ	Aug-08	0.35	2008-08
VZ	Jun-08	0.2	2008-06
JKHY	Jul-14	0.25	2014-07
JKHY	Apr-12	-0.1875	2012-04
JKHY	Jan-12	0.2	2012-01
JKHY	Oct-11	1	2011-10
JKHY	Aug-11	0.4	2011-08
JKHY	Apr-11	0.4	2011-04
JKHY	Dec-10	0.7	2010-12
JKHY	Jun-10	0.65	2010-06
JKHY	Apr-10	0.25	2010-04
JKHY	Jan-10	0.15	2010-01
JKHY	Feb-09	0.304761905	2009-02
AMGN	Jan-09	-0.155555556	2009-01
AMGN	Oct-08	0.22	2008-10
AMGN	Sep-08	0.65	2008-09
TEL	Dec-10	0.225	2010-12
TEL	Oct-10	0.6	2010-10
TEL	May-10	-0.3	2010-05
TEL	Apr-10	0.25	2010-04
TEL	Oct-09	-0.2	2009-10
TEL	Sep-09	0.35	2009-09
TEL	Aug-09	0.15	2009-08
TEL	Jul-09	0.5	2009-07
LB	Feb-13	-0.6	2013-02
LB	Sep-12	0.316666667	2012-09
LB	May-12	0.15	2012-05
LB	Feb-12	-0.55	2012-02
LB	Oct-11	-0.155555556	2011-10
LB	Sep-11	-0.9765625	2011-09
LB	Jul-11	-0.2	2011-07
LB	Jan-11	0.2	2011-01
LB	Dec-10	-0.166666667	2010-12
LB	Oct-10	0.8	2010-10
LB	Sep-10	0.178571429	2010-09
LB	Apr-10	0.5	2010-04
LB	Jan-10	0.166666667	2010-01
LB	Aug-09	0.303125	2009-08
LB	Oct-08	-0.333333333	2008-10
STT	Sep-08	0.15	2008-09
ADP	Aug-09	0.208333333	2009-08
ADP	Jul-09	-0.625	2009-07
ADP	Nov-08	0.34	2008-11
RSG	Mar-11	-0.2	2011-03
RSG	Oct-10	0.2025	2010-10
RSG	Sep-10	-0.155555556	2010-09
RSG	Dec-09	0.3	2009-12
RSG	Nov-09	0.45	2009-11
RSG	Feb-09	0.5	2009-02
RSG	Oct-08	0.5	2008-10
IFF	Oct-10	0.6	2010-10
IFF	May-10	-0.15	2010-05
IFF	Jan-10	0.16	2010-01
ANTM	Aug-14	0.5	2014-08
ANTM	Oct-13	0.175	2013-10
ANTM	Feb-12	0.75	2012-02
ANTM	Oct-10	-0.3	2010-10
GPS	Feb-09	0.5	2009-02
GPS	Sep-08	0.525	2008-09
EFX	Nov-09	-0.2	2009-11
EFX	Oct-09	-0.2	2009-10
EFX	Dec-08	0.386666667	2008-12
NUE	Jun-08	0.3	2008-06
KEYS	Aug-14	-0.375	2014-08
KEYS	Jun-14	0.441666667	2014-06
KEYS	May-14	-0.3125	2014-05
KEYS	Oct-12	0.275	2012-10
KEYS	Jun-12	0.168181818	2012-06
KEYS	Feb-10	-0.1875	2010-02
KEYS	Feb-09	0.75	2009-02
